Level	Rule Name	Subject	Property	Value
ERROR	multiple_equivalent_classes	negative regulation of catalytic activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8389
ERROR	multiple_equivalent_classes	regulation of kinase activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8437
ERROR	multiple_equivalent_classes	regulation of kinase activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8441
ERROR	multiple_equivalent_classes	negative regulation of molecular function	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8466
ERROR	multiple_equivalent_classes	negative regulation of molecular function	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8470
ERROR	multiple_equivalent_classes	positive regulation of molecular function	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8476
ERROR	multiple_equivalent_classes	positive regulation of molecular function	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8480
ERROR	multiple_equivalent_classes	negative regulation of phosphate metabolic process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8577
ERROR	multiple_equivalent_classes	negative regulation of phosphate metabolic process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8581
ERROR	multiple_equivalent_classes	positive regulation of phosphate metabolic process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8587
ERROR	multiple_equivalent_classes	positive regulation of phosphate metabolic process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8591
ERROR	multiple_equivalent_classes	positive regulation of biological process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8691
ERROR	multiple_equivalent_classes	positive regulation of biological process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8695
ERROR	multiple_equivalent_classes	negative regulation of biological process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8701
ERROR	multiple_equivalent_classes	negative regulation of biological process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8705
ERROR	multiple_equivalent_classes	negative regulation of cellular process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8717
ERROR	multiple_equivalent_classes	negative regulation of cellular process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8721
ERROR	multiple_equivalent_classes	regulation of response to stimulus	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8727
ERROR	multiple_equivalent_classes	regulation of response to stimulus	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8731
ERROR	multiple_equivalent_classes	positive regulation of response to stimulus	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8737
ERROR	multiple_equivalent_classes	positive regulation of response to stimulus	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8741
ERROR	multiple_equivalent_classes	negative regulation of response to stimulus	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8747
ERROR	multiple_equivalent_classes	negative regulation of response to stimulus	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8751
ERROR	multiple_equivalent_classes	regulation of biological process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8802
ERROR	multiple_equivalent_classes	regulation of biological process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8806
ERROR	multiple_equivalent_classes	regulation of catalytic activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8812
ERROR	multiple_equivalent_classes	regulation of catalytic activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8816
ERROR	multiple_equivalent_classes	regulation of phosphorus metabolic process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8925
ERROR	multiple_equivalent_classes	regulation of phosphorus metabolic process	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8929
ERROR	multiple_equivalent_classes	regulation of transferase activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8970
ERROR	multiple_equivalent_classes	regulation of transferase activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8974
ERROR	multiple_equivalent_classes	positive regulation of transferase activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8980
ERROR	multiple_equivalent_classes	positive regulation of transferase activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8984
ERROR	multiple_equivalent_classes	negative regulation of transferase activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8990
ERROR	multiple_equivalent_classes	negative regulation of transferase activity	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid8994
ERROR	multiple_equivalent_classes	regulation of molecular function	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid9075
ERROR	multiple_equivalent_classes	regulation of molecular function	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid9079
ERROR	multiple_equivalent_classes	anti-estrogen agent therapy	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid46410
ERROR	multiple_equivalent_classes	anti-estrogen agent therapy	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid46414
ERROR	multiple_equivalent_classes	testicular ultrasonography	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid48561
ERROR	multiple_equivalent_classes	testicular ultrasonography	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid48566
ERROR	multiple_equivalent_classes	increased amount	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid49132
ERROR	multiple_equivalent_classes	increased amount	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid49136
ERROR	multiple_equivalent_classes	blastula	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid50357
ERROR	multiple_equivalent_classes	blastula	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid50361
ERROR	multiple_equivalent_classes	tongue muscle	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid50725
ERROR	multiple_equivalent_classes	tongue muscle	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid50729
ERROR	multiple_equivalent_classes	trunk or cervical vertebra	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid67589
ERROR	multiple_equivalent_classes	trunk or cervical vertebra	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid67593
ERROR	multiple_equivalent_classes	neurula embryo	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid67648
ERROR	multiple_equivalent_classes	neurula embryo	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid67652
ERROR	multiple_equivalent_classes	gastrula	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid68497
ERROR	multiple_equivalent_classes	gastrula	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid68501
ERROR	multiple_equivalent_classes	foregut-midgut junction	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid73222
ERROR	multiple_equivalent_classes	foregut-midgut junction	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid73230
ERROR	multiple_equivalent_classes	pectinate line	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid73698
ERROR	multiple_equivalent_classes	pectinate line	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid73704
ERROR	multiple_equivalent_classes	cervical vertebra endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82161
ERROR	multiple_equivalent_classes	cervical vertebra endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82165
ERROR	multiple_equivalent_classes	thoracic vertebra endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82173
ERROR	multiple_equivalent_classes	thoracic vertebra endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82177
ERROR	multiple_equivalent_classes	lumbar vertebra endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82185
ERROR	multiple_equivalent_classes	lumbar vertebra endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82189
ERROR	multiple_equivalent_classes	forelimb endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82212
ERROR	multiple_equivalent_classes	forelimb endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82216
ERROR	multiple_equivalent_classes	hindlimb endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82223
ERROR	multiple_equivalent_classes	hindlimb endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82227
ERROR	multiple_equivalent_classes	manual digit phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82243
ERROR	multiple_equivalent_classes	manual digit phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82247
ERROR	multiple_equivalent_classes	manual digit 1 phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82257
ERROR	multiple_equivalent_classes	manual digit 1 phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82261
ERROR	multiple_equivalent_classes	manual digit 5 phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82271
ERROR	multiple_equivalent_classes	manual digit 5 phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82275
ERROR	multiple_equivalent_classes	pedal digit phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82285
ERROR	multiple_equivalent_classes	pedal digit phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82289
ERROR	multiple_equivalent_classes	pedal digit 1 phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82299
ERROR	multiple_equivalent_classes	pedal digit 1 phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82303
ERROR	multiple_equivalent_classes	pedal digit 5 phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82313
ERROR	multiple_equivalent_classes	pedal digit 5 phalanx endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82317
ERROR	multiple_equivalent_classes	pedal digit metatarsal endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82327
ERROR	multiple_equivalent_classes	pedal digit metatarsal endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82331
ERROR	multiple_equivalent_classes	pedal digit 1 metatarsal endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82340
ERROR	multiple_equivalent_classes	pedal digit 1 metatarsal endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82344
ERROR	multiple_equivalent_classes	pedal digit 5 metatarsal endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82353
ERROR	multiple_equivalent_classes	pedal digit 5 metatarsal endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82357
ERROR	multiple_equivalent_classes	manual digit metacarpus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82366
ERROR	multiple_equivalent_classes	manual digit metacarpus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82370
ERROR	multiple_equivalent_classes	manual digit 1 metacarpus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82379
ERROR	multiple_equivalent_classes	manual digit 1 metacarpus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82383
ERROR	multiple_equivalent_classes	manual digit 5 metacarpus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82392
ERROR	multiple_equivalent_classes	manual digit 5 metacarpus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82396
ERROR	multiple_equivalent_classes	carpus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82405
ERROR	multiple_equivalent_classes	carpus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82409
ERROR	multiple_equivalent_classes	tarsus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82417
ERROR	multiple_equivalent_classes	tarsus endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82421
ERROR	multiple_equivalent_classes	limb endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82461
ERROR	multiple_equivalent_classes	limb endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid82465
ERROR	multiple_equivalent_classes	caudal vertebra endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid83330
ERROR	multiple_equivalent_classes	caudal vertebra endochondral element	owl:equivalentClass	e54afcb2-e59a-43dd-9776-85cb9fbd6ca5genid83334
ERROR	deprecated_property_reference	obsolete has active participant	owl:inverseOf	<http://purl.obolibrary.org/obo/RO_0002217>
ERROR	misused_obsolete_label	obsolete therapeutic intervention	rdfs:label	obsolete therapeutic intervention
ERROR	misused_obsolete_label	obsolete therapeutic avoidance of behavior	rdfs:label	obsolete therapeutic avoidance of behavior
ERROR	misused_obsolete_label	obsolete therapeutic mental or psychological behavior avoidance	rdfs:label	obsolete therapeutic mental or psychological behavior avoidance
ERROR	misused_obsolete_label	obsolete stress avoidance	rdfs:label	obsolete stress avoidance
ERROR	misused_obsolete_label	obsolete smoking avoidance	rdfs:label	obsolete smoking avoidance
ERROR	misused_obsolete_label	obsolete lung transplantation surgical procedure	rdfs:label	obsolete lung transplantation surgical procedure
ERROR	misused_obsolete_label	obsolete liver ultrasound procedure	rdfs:label	obsolete liver ultrasound procedure
ERROR	misused_obsolete_label	obsolete alcohol intake avoidance	rdfs:label	obsolete alcohol intake avoidance
ERROR	misused_obsolete_label	obsolete excessive iron consumption avoidance	rdfs:label	obsolete excessive iron consumption avoidance
ERROR	misused_obsolete_label	obsolete food consumption avoidance	rdfs:label	obsolete food consumption avoidance
ERROR	misused_obsolete_label	obsolete meat consumption avoidance	rdfs:label	obsolete meat consumption avoidance
ERROR	misused_obsolete_label	obsolete nut consumption avoidance	rdfs:label	obsolete nut consumption avoidance
ERROR	misused_obsolete_label	obsolete seafood consumption avoidance	rdfs:label	obsolete seafood consumption avoidance
ERROR	misused_obsolete_label	obsolete mussel consumption avoidance	rdfs:label	obsolete mussel consumption avoidance
ERROR	misused_obsolete_label	obsolete iron supplementation avoidance	rdfs:label	obsolete iron supplementation avoidance
ERROR	misused_obsolete_label	obsolete saffron consumption avoidance	rdfs:label	obsolete saffron consumption avoidance
ERROR	misused_obsolete_label	obsolete amino acid supplementation	rdfs:label	obsolete amino acid supplementation
ERROR	misused_obsolete_label	obsolete prenatal screening	rdfs:label	obsolete prenatal screening
ERROR	misused_obsolete_label	obsolete clinical pathology procedure	rdfs:label	obsolete clinical pathology procedure
ERROR	misused_obsolete_label	obsolete antispastic agents	rdfs:label	obsolete antispastic agents
ERROR	misused_obsolete_label	obsolete calcium channel blocker agent therapy	rdfs:label	obsolete calcium channel blocker agent therapy
ERROR	misused_obsolete_label	obsolete other cardiovascular agent therapy	rdfs:label	obsolete other cardiovascular agent therapy
ERROR	misused_obsolete_label	obsolete other beta-lactams	rdfs:label	obsolete other beta-lactams
ERROR	misused_obsolete_label	obsolete other antibacterial agents	rdfs:label	obsolete other antibacterial agents
ERROR	misused_obsolete_label	obsolete anticonvulsants, other	rdfs:label	obsolete anticonvulsants, other
ERROR	misused_obsolete_label	obsolete antidementia agents, other	rdfs:label	obsolete antidementia agents, other
ERROR	misused_obsolete_label	obsolete antidepressants, other	rdfs:label	obsolete antidepressants, other
ERROR	misused_obsolete_label	obsolete antiestrogen agent therapy	rdfs:label	obsolete antiestrogen agent therapy
ERROR	misused_obsolete_label	obsolete anxiolytics, other	rdfs:label	obsolete anxiolytics, other
ERROR	misused_obsolete_label	obsolete non-amphetamines, other	rdfs:label	obsolete non-amphetamines, other
ERROR	misused_obsolete_label	obsolete enzyme replacements and modifier agent therapy	rdfs:label	obsolete enzyme replacements and modifier agent therapy
ERROR	misused_obsolete_label	obsolete gastrointestinal agents, other	rdfs:label	obsolete gastrointestinal agents, other
ERROR	misused_obsolete_label	obsolete genitourinary agents, other	rdfs:label	obsolete genitourinary agents, other
ERROR	misused_obsolete_label	obsolete ophthalmic agents, other	rdfs:label	obsolete ophthalmic agents, other
ERROR	misused_obsolete_label	obsolete respiratory tract agents, other	rdfs:label	obsolete respiratory tract agents, other
ERROR	misused_obsolete_label	obsolete orthopedic consultation	rdfs:label	obsolete orthopedic consultation
ERROR	misused_obsolete_label	obsolete swab-based biospecimen collection	rdfs:label	obsolete swab-based biospecimen collection
ERROR	misused_obsolete_label	obsolete kidney ct	rdfs:label	obsolete kidney ct
ERROR	misused_obsolete_label	obsolete dietary purine intake avoidance	rdfs:label	obsolete dietary purine intake avoidance
ERROR	misused_obsolete_label	obsolete phenylalanine restricted diet intake	rdfs:label	obsolete phenylalanine restricted diet intake
ERROR	deprecated_class_reference	blank node	owl:someValuesFrom	<http://purl.obolibrary.org/obo/GO_0005623>
ERROR	deprecated_class_reference	blank node	owl:someValuesFrom	<http://purl.obolibrary.org/obo/GO_0005623>
ERROR	deprecated_class_reference	canola or rapeseed oil	rdfs:subClassOf	<http://purl.obolibrary.org/obo/FOODON_03302578>
ERROR	deprecated_class_reference	canola or rapeseed oil	rdfs:subClassOf	<http://purl.obolibrary.org/obo/FOODON_03310482>
ERROR	deprecated_class_reference	obsolete cell part	rdfs:subClassOf	<http://purl.obolibrary.org/obo/GO_0005634>
ERROR	duplicate_label	quality	rdfs:label	quality
ERROR	duplicate_label	quality	rdfs:label	quality
ERROR	duplicate_label	multicellular anatomical structure	rdfs:label	multicellular anatomical structure
ERROR	duplicate_label	multicellular anatomical structure	rdfs:label	multicellular anatomical structure
ERROR	duplicate_label	immaterial anatomical entity	rdfs:label	immaterial anatomical entity
ERROR	duplicate_label	immaterial anatomical entity	rdfs:label	immaterial anatomical entity
ERROR	duplicate_label	existence starts and ends during	rdfs:label	existence starts and ends during
ERROR	duplicate_label	existence starts and ends during	rdfs:label	existence starts and ends during
ERROR	duplicate_label	cell part	rdfs:label	cell part@en
ERROR	duplicate_label	obsolete cell part	rdfs:label	cell part@en
ERROR	duplicate_label	abbreviation	rdfs:label	abbreviation
ERROR	duplicate_label	abbreviation	rdfs:label	abbreviation
ERROR	multiple_definitions	independent continuant	definition	A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.@en
ERROR	multiple_definitions	independent continuant	definition	<b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en>
ERROR	multiple_definitions	process	definition	An occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t.@en
ERROR	multiple_definitions	process	definition	<p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en>
ERROR	multiple_definitions	specifically dependent continuant	definition	A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.@en
