defined_class	defined_class_name	location	location_label	created_by	date	defined_class_definition	comment	xref	syns
MAXO:0000343		UBERON:0002082	cardiac ventricle	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000344		UBERON:0002037	cerebellum	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000345		UBERON:0000956	cerebral cortex	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000346		UBERON:0016435	chest wall	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000347		UBERON:0001042	chordate pharynx	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000348		UBERON:0001886	choroid plexus	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000349		UBERON:0001844	cochlea	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000350		UBERON:0001155	colon	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000351		UBERON:0012652	colorectum	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000352		UBERON:0002067	dermis	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000353		UBERON:0001103	diaphragm	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000354		UBERON:0001897	dorsal plus ventral thalamus	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000355		UBERON:0002114	duodenum	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000356		UBERON:0002165	endocardium	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000357		UBERON:0000016	endocrine pancreas	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000358		UBERON:0001295	endometrium	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000359		UBERON:0001043	esophagus	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000360		UBERON:0000970	eye	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000361		UBERON:0003889	fallopian tube	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000362		UBERON:0016525	frontal lobe	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000363		UBERON:0002110	gall bladder	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000364		UBERON:0004122	genitourinary system	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000365		UBERON:0000991	gonad	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000366		UBERON:0000948	heart	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000367		UBERON:0001051	hypopharynx	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000368		UBERON:0001898	hypothalamus	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000369		UBERON:0000160	intestine	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000370		UBERON:0001708	jaw skeleton	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000371		UBERON:0001750	lacrimal apparatus	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000372		UBERON:0000059	large intestine	http://orcid.org/0000-0001-7941-2961	2019-05-19T20:39:14Z				
MAXO:0000373		UBERON:0001737	larynx	http://orcid.org/0000-0001-7941-2962	2019-05-19T20:39:14Z				
MAXO:0000374		UBERON:0002101	limb	http://orcid.org/0000-0001-7941-2963	2019-05-19T20:39:14Z				
MAXO:0000375		UBERON:0001833	lip	http://orcid.org/0000-0001-7941-2964	2019-05-19T20:39:14Z				
MAXO:0000376		UBERON:0002107	liver	http://orcid.org/0000-0001-7941-2965	2019-05-19T20:39:14Z				
MAXO:0000377		UBERON:0001558	lower respiratory tract	http://orcid.org/0000-0001-7941-2966	2019-05-19T20:39:14Z				
MAXO:0000378		UBERON:0001556	lower urinary tract	http://orcid.org/0000-0001-7941-2967	2019-05-19T20:39:14Z				
MAXO:0000379		UBERON:0006074	lumbar region of vertebral column	http://orcid.org/0000-0001-7941-2968	2019-05-19T20:39:14Z				
MAXO:0000380		UBERON:0002048	lung	http://orcid.org/0000-0001-7941-2969	2019-05-19T20:39:14Z				
MAXO:0000381		UBERON:0000029	lymph node	http://orcid.org/0000-0001-7941-2970	2019-05-19T20:39:14Z				
MAXO:0000382		UBERON:0006558	lymphatic part of lymphoid system	http://orcid.org/0000-0001-7941-2971	2019-05-19T20:39:14Z				
MAXO:0000383	vulva biopsy	UBERON:0000997	mammalian vulva	http://orcid.org/0000-0001-7941-2972	2019-05-19T20:39:14Z				
MAXO:0000384		UBERON:0001896	medulla oblongata	http://orcid.org/0000-0001-7941-2973	2019-05-19T20:39:14Z				
MAXO:0000385		UBERON:0000165	mouth	http://orcid.org/0000-0001-7941-2974	2019-05-19T20:39:14Z				
MAXO:0000386	muscle biopsy	UBERON:0001630	muscle organ	http://orcid.org/0000-0001-7941-2975	2019-05-19T20:39:14Z				
MAXO:0000387		UBERON:0002385	muscle tissue	http://orcid.org/0000-0001-7941-2976	2019-05-19T20:39:14Z				
MAXO:0000388		UBERON:0002392	nasolacrimal duct	http://orcid.org/0000-0001-7941-2977	2019-05-19T20:39:14Z				
MAXO:0000389		UBERON:0001728	nasopharynx	http://orcid.org/0000-0001-7941-2978	2019-05-19T20:39:14Z				
MAXO:0000390		UBERON:0000974	neck	http://orcid.org/0000-0001-7941-2979	2019-05-19T20:39:14Z				
MAXO:0000391		UBERON:0000992	ovary	http://orcid.org/0000-0001-7941-2980	2019-05-19T20:39:14Z				
MAXO:0000392		UBERON:0001264	pancreas	http://orcid.org/0000-0001-7941-2981	2019-05-19T20:39:14Z				
MAXO:0000393		UBERON:0000989	penis	http://orcid.org/0000-0001-7941-2982	2019-05-19T20:39:14Z				
MAXO:0000394		UBERON:0012336	perianal skin	http://orcid.org/0000-0001-7941-2983	2019-05-19T20:39:14Z				
MAXO:0000395		UBERON:0002358	peritoneum	http://orcid.org/0000-0001-7941-2984	2019-05-19T20:39:14Z				
MAXO:0000396		UBERON:0000007	pituitary gland	http://orcid.org/0000-0001-7941-2985	2019-05-19T20:39:14Z				
MAXO:0000397		UBERON:0000977	pleura	http://orcid.org/0000-0001-7941-2986	2019-05-19T20:39:14Z				
MAXO:0000398		UBERON:0001052	rectum	http://orcid.org/0000-0001-7941-2987	2019-05-19T20:39:14Z				
MAXO:0000399		UBERON:0000966	retina	http://orcid.org/0000-0001-7941-2988	2019-05-19T20:39:14Z				
MAXO:0000400		UBERON:0001044	saliva-secreting gland	http://orcid.org/0000-0001-7941-2989	2019-05-19T20:39:14Z				
MAXO:0000401		UBERON:0001300	scrotum	http://orcid.org/0000-0001-7941-2990	2019-05-19T20:39:14Z				
MAXO:0000402		UBERON:0001821	sebaceous gland	http://orcid.org/0000-0001-7941-2991	2019-05-19T20:39:14Z				
MAXO:0000403		UBERON:0002108	small intestine	http://orcid.org/0000-0001-7941-2992	2019-05-19T20:39:14Z				
MAXO:0000404		UBERON:0002240	spinal cord	http://orcid.org/0000-0001-7941-2993	2019-05-19T20:39:14Z				
MAXO:0000405		UBERON:0002106	spleen	http://orcid.org/0000-0001-7941-2994	2019-05-19T20:39:14Z				
MAXO:0000406		UBERON:0000945	stomach	http://orcid.org/0000-0001-7941-2995	2019-05-19T20:39:14Z				
MAXO:0000407		UBERON:0036068	subglottis	http://orcid.org/0000-0001-7941-2996	2019-05-19T20:39:14Z				
MAXO:0000408		UBERON:0001736	submandibular gland	http://orcid.org/0000-0001-7941-2997	2019-05-19T20:39:14Z				
MAXO:0000409		UBERON:0000473	testis	http://orcid.org/0000-0001-7941-2998	2019-05-19T20:39:14Z				
MAXO:0000410		UBERON:0002370	thymus	http://orcid.org/0000-0001-7941-2999	2019-05-19T20:39:14Z				
MAXO:0000411		UBERON:0002046	thyroid gland	http://orcid.org/0000-0001-7941-3000	2019-05-19T20:39:14Z				
MAXO:0000412		UBERON:0001723	tongue	http://orcid.org/0000-0001-7941-3001	2019-05-19T20:39:14Z				
MAXO:0000413		UBERON:0002372	tonsil	http://orcid.org/0000-0001-7941-3002	2019-05-19T20:39:14Z				
MAXO:0000414		UBERON:0003126	trachea	http://orcid.org/0000-0001-7941-3003	2019-05-19T20:39:14Z				
MAXO:0000415		UBERON:0004908	upper digestive tract	http://orcid.org/0000-0001-7941-3004	2019-05-19T20:39:14Z				
MAXO:0000416		UBERON:0001557	upper respiratory tract	http://orcid.org/0000-0001-7941-3005	2019-05-19T20:39:14Z				
MAXO:0000417		UBERON:0000056	ureter	http://orcid.org/0000-0001-7941-3006	2019-05-19T20:39:14Z				
MAXO:0000418		UBERON:0000057	urethra	http://orcid.org/0000-0001-7941-3007	2019-05-19T20:39:14Z				
MAXO:0000419		UBERON:0001255	urinary bladder	http://orcid.org/0000-0001-7941-3008	2019-05-19T20:39:14Z				
MAXO:0000420		UBERON:0000002	uterine cervix	http://orcid.org/0000-0001-7941-3009	2019-05-19T20:39:14Z				
MAXO:0000421		UBERON:0000996	vagina	http://orcid.org/0000-0001-7941-3010	2019-05-19T20:39:14Z				
MAXO:0000422		UBERON:0001154	vermiform appendix	http://orcid.org/0000-0001-7941-3011	2019-05-19T20:39:14Z				
MAXO:0000423	skin biopsy	UBERON:0000014	zone of skin	http://orcid.org/0000-0001-7941-3012	2019-05-19T20:39:14Z				
