defined_class	defined_class_name	location	location_label	created_by	date	defined_class_definition	comment	xref	syns
MAXO:0001073	pinealectomy	UBERON:0001905	pineal body	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				removal of pineal gland
MAXO:0001074	pneumonectomy	UBERON:0002048	lung	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				pneumectomy
MAXO:0001075	posthectomy	UBERON:0001471	skin prepuce of penis	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				circumcision|forskin removal
MAXO:0001076	salpingectomy	UBERON:0003889	fallopian tube	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001077	splenectomy	UBERON:0002106	spleen	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001078	synovectomy	UBERON:0002018	synovial membrane of synovial joint	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001079	thymectomy	UBERON:0002370	thymus	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001080	thyroidectomy	UBERON:0002046	thyroid gland	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001081	tonsillectomy	UBERON:0002373	palatine tonsi	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001082	trabeculectomy	UBERON:0005969	eye trabecular meshwork	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z	A surgical procedure aimed at lowering the intraocular pressure by producing an outflow of aqueous humour through a drainage passage created in the sclera between the anterior chamber and the subconjunctival space.	The filtering procedure involves full thickness penetration of sclera to remove a small portion of the trabecular meshwork or surrounding tissue; it bypasses the natural outflow system by diverting aqueous humor from the anterior chamber into a subconjunctival reservoir with a filtering bleb on the eye. Antifibrotic agents, such as mitomycin-C and 5-fluorouracil, may be used intraoperatively and postoperatively to reduce scarring and prevent closure of the new channel.		
MAXO:0001083	vaginectomy	UBERON:0000996	vagina	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001084	vasectomy	UBERON:0001000	vas deferens	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001085	vitrectomy	UBERON:0001797	vitreous humor	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001086	vulvectomy	UBERON:0000997	mammalian vulva	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001087	penectomy	UBERON:0000989	penis	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001111	adenectomy	UBERON:0002530	gland	http://orcid.org/0000-0001-7941-2961	2022-03-23T20:39:14Z				
MAXO:0001220	removal of lens	UBERON:0000965	lens of camera type eye	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001221	proctocolectomy	UBERON:0012652	colorectum	http://orcid.org/0000-0001-7941-2961	2020-06-23T20:39:14Z				
MAXO:0001341	sclerectomy	UBERON:0001773	sclera	http://orcid.org/0000-0001-7941-2961	2023-02-24T20:39:14Z				
